site	account	displayname	password	group	permdisplay	permlogin	externalid	alias	permpassword	longschoolname	shortschoolname	countrycode
1	team104	team104	team104		true	true	1104		false			XXX
1	team105	team105	team105		true	true	1105		false			XXX
1	team106	team106	team106		true	true	1106		false			XXX
1	team107	team107	team107		true	true	1107		false			XXX
1	team108	team108	team108		true	true	1108		false			XXX
1	team109	team109	team109		true	true	1109		false			XXX
1	team110	team110	team110		true	true	1110		false			XXX
1	team111	team111	team111		true	true	1111		false			XXX
1	team112	team112	team112		true	true	1112		false			XXX
1	team113	team113	team113		true	true	1113		false			XXX
1	team114	team114	team114		true	true	1114		false			XXX
1	team115	team115	team115		true	true	1115		false			XXX
1	team116	team116	team116		true	true	1116		false			XXX
1	team117	team117	team117		true	true	1117		false			XXX
1	team118	team118	team118		true	true	1118		false			XXX
1	team119	team119	team119		true	true	1119		false			XXX
1	team120	team120	team120		true	true	1120		false			XXX
1	team121	team121	team121		true	true	1121		false			XXX
1	team122	team122	team122		true	true	1122		false			XXX
1	team123	team123	team123		true	true	1123		false			XXX
1	team124	team124	team124		true	true	1124		false			XXX
1	team125	team125	team125		true	true	1125		false			XXX
1	team126	team126	team126		true	true	1126		false			XXX
1	team127	team127	team127		true	true	1127		false			XXX
1	team128	team128	team128		true	true	1128		false			XXX
1	team129	team129	team129		true	true	1129		false			XXX
1	team130	team130	team130		true	true	1130		false			XXX
1	team131	team131	team131		true	true	1131		false			XXX
1	team132	team132	team132		true	true	1132		false			XXX
1	team133	team133	team133		true	true	1133		false			XXX
1	team134	team134	team134		true	true	1134		false			XXX
1	team135	team135	team135		true	true	1135		false			XXX
1	team136	team136	team136		true	true	1136		false			XXX
1	team137	team137	team137		true	true	1137		false			XXX
1	team138	team138	team138		true	true	1138		false			XXX
1	team139	team139	team139		true	true	1139		false			XXX
1	team140	team140	team140		true	true	1140		false			XXX
1	team141	team141	team141		true	true	1141		false			XXX
1	team142	team142	team142		true	true	1142		false			XXX
1	team143	team143	team143		true	true	1143		false			XXX
1	team144	team144	team144		true	true	1144		false			XXX
1	team145	team145	team145		true	true	1145		false			XXX
1	team146	team146	team146		true	true	1146		false			XXX
1	team147	team147	team147		true	true	1147		false			XXX
1	team148	team148	team148		true	true	1148		false			XXX
1	team149	team149	team149		true	true	1149		false			XXX
1	team150	team150	team150		true	true	1150		false			XXX
1	team151	team151	team151		true	true	1151		false			XXX
1	team152	team152	team152		true	true	1152		false			XXX
1	team153	team153	team153		true	true	1153		false			XXX
1	team154	team154	team154		true	true	1154		false			XXX
1	team155	team155	team155		true	true	1155		false			XXX
1	team156	team156	team156		true	true	1156		false			XXX
1	team157	team157	team157		true	true	1157		false			XXX
1	team158	team158	team158		true	true	1158		false			XXX
1	team159	team159	team159		true	true	1159		false			XXX
1	team160	team160	team160		true	true	1160		false			XXX
1	team161	team161	team161		true	true	1161		false			XXX
1	team162	team162	team162		true	true	1162		false			XXX
1	team163	team163	team163		true	true	1163		false			XXX
1	team164	team164	team164		true	true	1164		false			XXX
1	team165	team165	team165		true	true	1165		false			XXX
1	team166	team166	team166		true	true	1166		false			XXX
1	team167	team167	team167		true	true	1167		false			XXX
1	team168	team168	team168		true	true	1168		false			XXX
1	team169	team169	team169		true	true	1169		false			XXX
1	team170	team170	team170		true	true	1170		false			XXX
1	team171	team171	team171		true	true	1171		false			XXX
1	team172	team172	team172		true	true	1172		false			XXX
1	team173	team173	team173		true	true	1173		false			XXX
1	team174	team174	team174		true	true	1174		false			XXX
1	team175	team175	team175		true	true	1175		false			XXX
1	team176	team176	team176		true	true	1176		false			XXX
1	team177	team177	team177		true	true	1177		false			XXX
1	team178	team178	team178		true	true	1178		false			XXX
1	team179	team179	team179		true	true	1179		false			XXX
1	team180	team180	team180		true	true	1180		false			XXX
1	team181	team181	team181		true	true	1181		false			XXX
1	team182	team182	team182		true	true	1182		false			XXX
1	team183	team183	team183		true	true	1183		false			XXX
1	team184	team184	team184		true	true	1184		false			XXX
1	team185	team185	team185		true	true	1185		false			XXX
1	team186	team186	team186		true	true	1186		false			XXX
1	team187	team187	team187		true	true	1187		false			XXX
1	team188	team188	team188		true	true	1188		false			XXX
1	team189	team189	team189		true	true	1189		false			XXX
1	team190	team190	team190		true	true	1190		false			XXX
1	team191	team191	team191		true	true	1191		false			XXX
1	team192	team192	team192		true	true	1192		false			XXX
1	team193	team193	team193		true	true	1193		false			XXX
1	team194	team194	team194		true	true	1194		false			XXX
1	team195	team195	team195		true	true	1195		false			XXX
1	team196	team196	team196		true	true	1196		false			XXX
1	team197	team197	team197		true	true	1197		false			XXX
1	team198	team198	team198		true	true	1198		false			XXX
1	team199	team199	team199		true	true	1199		false			XXX
1	team200	team200	team200		true	true	1200		false			XXX
1	team201	team201	team201		true	true	1201		false			XXX
1	team202	team202	team202		true	true	1202		false			XXX
1	team203	team203	team203		true	true	1203		false			XXX
1	team204	team204	team204		true	true	1204		false			XXX
1	team205	team205	team205		true	true	1205		false			XXX
1	team206	team206	team206		true	true	1206		false			XXX
1	team207	team207	team207		true	true	1207		false			XXX
1	team208	team208	team208		true	true	1208		false			XXX
1	team209	team209	team209		true	true	1209		false			XXX
1	team210	team210	team210		true	true	1210		false			XXX
1	team211	team211	team211		true	true	1211		false			XXX
1	team212	team212	team212		true	true	1212		false			XXX
1	team213	team213	team213		true	true	1213		false			XXX
1	team214	team214	team214		true	true	1214		false			XXX
1	team215	team215	team215		true	true	1215		false			XXX
1	team216	team216	team216		true	true	1216		false			XXX
1	team217	team217	team217		true	true	1217		false			XXX
1	team218	team218	team218		true	true	1218		false			XXX
1	team219	team219	team219		true	true	1219		false			XXX
1	team220	team220	team220		true	true	1220		false			XXX
1	team221	team221	team221		true	true	1221		false			XXX
1	team222	team222	team222		true	true	1222		false			XXX
1	team223	team223	team223		true	true	1223		false			XXX
1	team224	team224	team224		true	true	1224		false			XXX
1	team225	team225	team225		true	true	1225		false			XXX
1	team226	team226	team226		true	true	1226		false			XXX
1	team227	team227	team227		true	true	1227		false			XXX
1	team228	team228	team228		true	true	1228		false			XXX
1	team229	team229	team229		true	true	1229		false			XXX
1	team230	team230	team230		true	true	1230		false			XXX
1	team231	team231	team231		true	true	1231		false			XXX
1	team232	team232	team232		true	true	1232		false			XXX
1	team233	team233	team233		true	true	1233		false			XXX
1	team234	team234	team234		true	true	1234		false			XXX
1	team235	team235	team235		true	true	1235		false			XXX
1	team236	team236	team236		true	true	1236		false			XXX
1	team237	team237	team237		true	true	1237		false			XXX
1	team238	team238	team238		true	true	1238		false			XXX
1	team239	team239	team239		true	true	1239		false			XXX
1	team240	team240	team240		true	true	1240		false			XXX
1	team241	team241	team241		true	true	1241		false			XXX
1	team242	team242	team242		true	true	1242		false			XXX
1	team243	team243	team243		true	true	1243		false			XXX
1	team244	team244	team244		true	true	1244		false			XXX
1	team245	team245	team245		true	true	1245		false			XXX
1	team246	team246	team246		true	true	1246		false			XXX
1	team247	team247	team247		true	true	1247		false			XXX
1	team248	team248	team248		true	true	1248		false			XXX
1	team249	team249	team249		true	true	1249		false			XXX
1	team250	team250	team250		true	true	1250		false			XXX
1	team251	team251	team251		true	true	1251		false			XXX
1	team252	team252	team252		true	true	1252		false			XXX
1	team253	team253	team253		true	true	1253		false			XXX
1	team254	team254	team254		true	true	1254		false			XXX
1	team255	team255	team255		true	true	1255		false			XXX
1	team256	team256	team256		true	true	1256		false			XXX
1	team257	team257	team257		true	true	1257		false			XXX
1	team258	team258	team258		true	true	1258		false			XXX
1	team259	team259	team259		true	true	1259		false			XXX
1	team260	team260	team260		true	true	1260		false			XXX
1	team261	team261	team261		true	true	1261		false			XXX
1	team262	team262	team262		true	true	1262		false			XXX
1	team263	team263	team263		true	true	1263		false			XXX
1	team264	team264	team264		true	true	1264		false			XXX
1	team265	team265	team265		true	true	1265		false			XXX
1	team266	team266	team266		true	true	1266		false			XXX
1	team267	team267	team267		true	true	1267		false			XXX
1	team268	team268	team268		true	true	1268		false			XXX
1	team269	team269	team269		true	true	1269		false			XXX
1	team270	team270	team270		true	true	1270		false			XXX
1	team271	team271	team271		true	true	1271		false			XXX
1	team272	team272	team272		true	true	1272		false			XXX
1	team273	team273	team273		true	true	1273		false			XXX
1	team274	team274	team274		true	true	1274		false			XXX
1	team275	team275	team275		true	true	1275		false			XXX
1	team276	team276	team276		true	true	1276		false			XXX
1	team277	team277	team277		true	true	1277		false			XXX
1	team278	team278	team278		true	true	1278		false			XXX
1	team279	team279	team279		true	true	1279		false			XXX
1	team280	team280	team280		true	true	1280		false			XXX
1	team281	team281	team281		true	true	1281		false			XXX
1	team282	team282	team282		true	true	1282		false			XXX
1	team283	team283	team283		true	true	1283		false			XXX
1	team284	team284	team284		true	true	1284		false			XXX
1	team285	team285	team285		true	true	1285		false			XXX
1	team286	team286	team286		true	true	1286		false			XXX
1	team287	team287	team287		true	true	1287		false			XXX
1	team288	team288	team288		true	true	1288		false			XXX
1	team289	team289	team289		true	true	1289		false			XXX
1	team290	team290	team290		true	true	1290		false			XXX
1	team291	team291	team291		true	true	1291		false			XXX
1	team292	team292	team292		true	true	1292		false			XXX
1	team293	team293	team293		true	true	1293		false			XXX
1	team294	team294	team294		true	true	1294		false			XXX
1	team295	team295	team295		true	true	1295		false			XXX
1	team296	team296	team296		true	true	1296		false			XXX
1	team297	team297	team297		true	true	1297		false			XXX
1	team298	team298	team298		true	true	1298		false			XXX
1	team299	team299	team299		true	true	1299		false			XXX
1	team300	team300	team300		true	true	1300		false			XXX
1	team301	team301	team301		true	true	1301		false			XXX
1	team302	team302	team302		true	true	1302		false			XXX
1	team303	team303	team303		true	true	1303		false			XXX
1	team304	team304	team304		true	true	1304		false			XXX
1	team305	team305	team305		true	true	1305		false			XXX
1	team306	team306	team306		true	true	1306		false			XXX
1	team307	team307	team307		true	true	1307		false			XXX
1	team308	team308	team308		true	true	1308		false			XXX
1	team309	team309	team309		true	true	1309		false			XXX
1	team310	team310	team310		true	true	1310		false			XXX
1	team311	team311	team311		true	true	1311		false			XXX
1	team312	team312	team312		true	true	1312		false			XXX
1	team313	team313	team313		true	true	1313		false			XXX
1	team314	team314	team314		true	true	1314		false			XXX
1	team315	team315	team315		true	true	1315		false			XXX
1	team316	team316	team316		true	true	1316		false			XXX
1	team317	team317	team317		true	true	1317		false			XXX
1	team318	team318	team318		true	true	1318		false			XXX
1	team319	team319	team319		true	true	1319		false			XXX
1	team320	team320	team320		true	true	1320		false			XXX
1	team321	team321	team321		true	true	1321		false			XXX
1	team322	team322	team322		true	true	1322		false			XXX
1	team323	team323	team323		true	true	1323		false			XXX
1	team324	team324	team324		true	true	1324		false			XXX
1	team325	team325	team325		true	true	1325		false			XXX
1	team326	team326	team326		true	true	1326		false			XXX
1	team327	team327	team327		true	true	1327		false			XXX
1	team328	team328	team328		true	true	1328		false			XXX
1	team329	team329	team329		true	true	1329		false			XXX
1	team330	team330	team330		true	true	1330		false			XXX
1	team331	team331	team331		true	true	1331		false			XXX
1	team332	team332	team332		true	true	1332		false			XXX
1	team333	team333	team333		true	true	1333		false			XXX
1	team334	team334	team334		true	true	1334		false			XXX
1	team335	team335	team335		true	true	1335		false			XXX
1	team336	team336	team336		true	true	1336		false			XXX
1	team337	team337	team337		true	true	1337		false			XXX
1	team338	team338	team338		true	true	1338		false			XXX
1	team339	team339	team339		true	true	1339		false			XXX
1	team340	team340	team340		true	true	1340		false			XXX
1	team341	team341	team341		true	true	1341		false			XXX
1	team342	team342	team342		true	true	1342		false			XXX
1	team343	team343	team343		true	true	1343		false			XXX
1	team344	team344	team344		true	true	1344		false			XXX
1	team345	team345	team345		true	true	1345		false			XXX
1	team346	team346	team346		true	true	1346		false			XXX
1	team347	team347	team347		true	true	1347		false			XXX
1	team348	team348	team348		true	true	1348		false			XXX
1	team349	team349	team349		true	true	1349		false			XXX
1	team350	team350	team350		true	true	1350		false			XXX
1	team351	team351	team351		true	true	1351		false			XXX
1	team352	team352	team352		true	true	1352		false			XXX
1	team353	team353	team353		true	true	1353		false			XXX
1	team354	team354	team354		true	true	1354		false			XXX
1	team355	team355	team355		true	true	1355		false			XXX
1	team356	team356	team356		true	true	1356		false			XXX
1	team357	team357	team357		true	true	1357		false			XXX
1	team358	team358	team358		true	true	1358		false			XXX
1	team359	team359	team359		true	true	1359		false			XXX
1	team360	team360	team360		true	true	1360		false			XXX
1	team361	team361	team361		true	true	1361		false			XXX
1	team362	team362	team362		true	true	1362		false			XXX
1	team363	team363	team363		true	true	1363		false			XXX
1	team364	team364	team364		true	true	1364		false			XXX
1	team365	team365	team365		true	true	1365		false			XXX
1	team366	team366	team366		true	true	1366		false			XXX
1	team367	team367	team367		true	true	1367		false			XXX
1	team368	team368	team368		true	true	1368		false			XXX
1	team369	team369	team369		true	true	1369		false			XXX
1	team370	team370	team370		true	true	1370		false			XXX
1	team371	team371	team371		true	true	1371		false			XXX
1	team372	team372	team372		true	true	1372		false			XXX
1	team373	team373	team373		true	true	1373		false			XXX
1	team374	team374	team374		true	true	1374		false			XXX
1	team375	team375	team375		true	true	1375		false			XXX
1	team376	team376	team376		true	true	1376		false			XXX
1	team377	team377	team377		true	true	1377		false			XXX
1	team378	team378	team378		true	true	1378		false			XXX
1	team379	team379	team379		true	true	1379		false			XXX
1	team380	team380	team380		true	true	1380		false			XXX
1	team381	team381	team381		true	true	1381		false			XXX
1	team382	team382	team382		true	true	1382		false			XXX
1	team383	team383	team383		true	true	1383		false			XXX
1	team384	team384	team384		true	true	1384		false			XXX
1	team385	team385	team385		true	true	1385		false			XXX
1	team386	team386	team386		true	true	1386		false			XXX
1	team387	team387	team387		true	true	1387		false			XXX
1	team388	team388	team388		true	true	1388		false			XXX
1	team389	team389	team389		true	true	1389		false			XXX
1	team390	team390	team390		true	true	1390		false			XXX
1	team391	team391	team391		true	true	1391		false			XXX
1	team392	team392	team392		true	true	1392		false			XXX
1	team393	team393	team393		true	true	1393		false			XXX
1	team394	team394	team394		true	true	1394		false			XXX
1	team395	team395	team395		true	true	1395		false			XXX
1	team396	team396	team396		true	true	1396		false			XXX
1	team397	team397	team397		true	true	1397		false			XXX
1	team398	team398	team398		true	true	1398		false			XXX
1	team399	team399	team399		true	true	1399		false			XXX
1	team400	team400	team400		true	true	1400		false			XXX
1	team401	team401	team401		true	true	1401		false			XXX
1	team402	team402	team402		true	true	1402		false			XXX
1	team403	team403	team403		true	true	1403		false			XXX
1	team404	team404	team404		true	true	1404		false			XXX
1	team405	team405	team405		true	true	1405		false			XXX
1	team406	team406	team406		true	true	1406		false			XXX
1	team407	team407	team407		true	true	1407		false			XXX
1	team408	team408	team408		true	true	1408		false			XXX
1	team409	team409	team409		true	true	1409		false			XXX
1	team410	team410	team410		true	true	1410		false			XXX
1	team411	team411	team411		true	true	1411		false			XXX
1	team412	team412	team412		true	true	1412		false			XXX
1	team413	team413	team413		true	true	1413		false			XXX
1	team414	team414	team414		true	true	1414		false			XXX
1	team415	team415	team415		true	true	1415		false			XXX
1	team416	team416	team416		true	true	1416		false			XXX
1	team417	team417	team417		true	true	1417		false			XXX
1	team418	team418	team418		true	true	1418		false			XXX
1	team419	team419	team419		true	true	1419		false			XXX
1	team420	team420	team420		true	true	1420		false			XXX
1	team421	team421	team421		true	true	1421		false			XXX
1	team422	team422	team422		true	true	1422		false			XXX
1	team423	team423	team423		true	true	1423		false			XXX
1	team424	team424	team424		true	true	1424		false			XXX
1	team425	team425	team425		true	true	1425		false			XXX
1	team426	team426	team426		true	true	1426		false			XXX
1	team427	team427	team427		true	true	1427		false			XXX
1	team428	team428	team428		true	true	1428		false			XXX
1	team429	team429	team429		true	true	1429		false			XXX
1	team430	team430	team430		true	true	1430		false			XXX
1	team431	team431	team431		true	true	1431		false			XXX
1	team432	team432	team432		true	true	1432		false			XXX
1	team433	team433	team433		true	true	1433		false			XXX
1	team434	team434	team434		true	true	1434		false			XXX
1	team435	team435	team435		true	true	1435		false			XXX
1	team436	team436	team436		true	true	1436		false			XXX
1	team437	team437	team437		true	true	1437		false			XXX
1	team438	team438	team438		true	true	1438		false			XXX
1	team439	team439	team439		true	true	1439		false			XXX
1	team440	team440	team440		true	true	1440		false			XXX
1	team441	team441	team441		true	true	1441		false			XXX
1	team442	team442	team442		true	true	1442		false			XXX
1	team443	team443	team443		true	true	1443		false			XXX
1	team444	team444	team444		true	true	1444		false			XXX
1	team445	team445	team445		true	true	1445		false			XXX
1	team446	team446	team446		true	true	1446		false			XXX
1	team447	team447	team447		true	true	1447		false			XXX
1	team448	team448	team448		true	true	1448		false			XXX
1	team449	team449	team449		true	true	1449		false			XXX
1	team450	team450	team450		true	true	1450		false			XXX
1	team451	team451	team451		true	true	1451		false			XXX
1	team452	team452	team452		true	true	1452		false			XXX
1	team453	team453	team453		true	true	1453		false			XXX
1	team454	team454	team454		true	true	1454		false			XXX
1	team455	team455	team455		true	true	1455		false			XXX
1	team456	team456	team456		true	true	1456		false			XXX
1	team457	team457	team457		true	true	1457		false			XXX
1	team458	team458	team458		true	true	1458		false			XXX
1	team459	team459	team459		true	true	1459		false			XXX
1	team460	team460	team460		true	true	1460		false			XXX
1	team461	team461	team461		true	true	1461		false			XXX
1	team462	team462	team462		true	true	1462		false			XXX
1	team463	team463	team463		true	true	1463		false			XXX
1	team464	team464	team464		true	true	1464		false			XXX
1	team465	team465	team465		true	true	1465		false			XXX
1	team466	team466	team466		true	true	1466		false			XXX
1	team467	team467	team467		true	true	1467		false			XXX
1	team468	team468	team468		true	true	1468		false			XXX
1	team469	team469	team469		true	true	1469		false			XXX
1	team470	team470	team470		true	true	1470		false			XXX
1	team471	team471	team471		true	true	1471		false			XXX
1	team472	team472	team472		true	true	1472		false			XXX
1	team473	team473	team473		true	true	1473		false			XXX
1	team474	team474	team474		true	true	1474		false			XXX
1	team475	team475	team475		true	true	1475		false			XXX
1	team476	team476	team476		true	true	1476		false			XXX
1	team477	team477	team477		true	true	1477		false			XXX
1	team478	team478	team478		true	true	1478		false			XXX
1	team479	team479	team479		true	true	1479		false			XXX
1	team480	team480	team480		true	true	1480		false			XXX
1	team481	team481	team481		true	true	1481		false			XXX
1	team482	team482	team482		true	true	1482		false			XXX
1	team483	team483	team483		true	true	1483		false			XXX
1	team484	team484	team484		true	true	1484		false			XXX
1	team485	team485	team485		true	true	1485		false			XXX
1	team486	team486	team486		true	true	1486		false			XXX
1	team487	team487	team487		true	true	1487		false			XXX
1	team488	team488	team488		true	true	1488		false			XXX
1	team489	team489	team489		true	true	1489		false			XXX
1	team490	team490	team490		true	true	1490		false			XXX
1	team491	team491	team491		true	true	1491		false			XXX
1	team492	team492	team492		true	true	1492		false			XXX
1	team493	team493	team493		true	true	1493		false			XXX
1	team494	team494	team494		true	true	1494		false			XXX
1	team495	team495	team495		true	true	1495		false			XXX
1	team496	team496	team496		true	true	1496		false			XXX
1	team497	team497	team497		true	true	1497		false			XXX
1	team498	team498	team498		true	true	1498		false			XXX
1	team499	team499	team499		true	true	1499		false			XXX
1	team500	team500	team500		true	true	1500		false			XXX
1	team501	team501	team501		true	true	1501		false			XXX
1	team502	team502	team502		true	true	1502		false			XXX
1	team503	team503	team503		true	true	1503		false			XXX
1	team504	team504	team504		true	true	1504		false			XXX
1	team505	team505	team505		true	true	1505		false			XXX
1	team506	team506	team506		true	true	1506		false			XXX
1	team507	team507	team507		true	true	1507		false			XXX
1	team508	team508	team508		true	true	1508		false			XXX
1	team509	team509	team509		true	true	1509		false			XXX
1	team510	team510	team510		true	true	1510		false			XXX
1	team511	team511	team511		true	true	1511		false			XXX
1	team512	team512	team512		true	true	1512		false			XXX
1	team513	team513	team513		true	true	1513		false			XXX
1	team514	team514	team514		true	true	1514		false			XXX
1	team515	team515	team515		true	true	1515		false			XXX
1	team516	team516	team516		true	true	1516		false			XXX
1	team517	team517	team517		true	true	1517		false			XXX
1	team518	team518	team518		true	true	1518		false			XXX
1	team519	team519	team519		true	true	1519		false			XXX
1	team520	team520	team520		true	true	1520		false			XXX
1	team521	team521	team521		true	true	1521		false			XXX
1	team522	team522	team522		true	true	1522		false			XXX
1	team523	team523	team523		true	true	1523		false			XXX
1	team524	team524	team524		true	true	1524		false			XXX
1	team525	team525	team525		true	true	1525		false			XXX
1	team526	team526	team526		true	true	1526		false			XXX
1	team527	team527	team527		true	true	1527		false			XXX
1	team528	team528	team528		true	true	1528		false			XXX
1	team529	team529	team529		true	true	1529		false			XXX
1	team530	team530	team530		true	true	1530		false			XXX
1	team531	team531	team531		true	true	1531		false			XXX
1	team532	team532	team532		true	true	1532		false			XXX
1	team533	team533	team533		true	true	1533		false			XXX
1	team534	team534	team534		true	true	1534		false			XXX
1	team535	team535	team535		true	true	1535		false			XXX
1	team536	team536	team536		true	true	1536		false			XXX
1	team537	team537	team537		true	true	1537		false			XXX
1	team538	team538	team538		true	true	1538		false			XXX
1	team539	team539	team539		true	true	1539		false			XXX
1	team540	team540	team540		true	true	1540		false			XXX
1	team541	team541	team541		true	true	1541		false			XXX
1	team542	team542	team542		true	true	1542		false			XXX
1	team543	team543	team543		true	true	1543		false			XXX
1	team544	team544	team544		true	true	1544		false			XXX
1	team545	team545	team545		true	true	1545		false			XXX
1	team546	team546	team546		true	true	1546		false			XXX
1	team547	team547	team547		true	true	1547		false			XXX
1	team548	team548	team548		true	true	1548		false			XXX
1	team549	team549	team549		true	true	1549		false			XXX
1	team550	team550	team550		true	true	1550		false			XXX
1	team551	team551	team551		true	true	1551		false			XXX
1	team552	team552	team552		true	true	1552		false			XXX
1	team553	team553	team553		true	true	1553		false			XXX
1	team554	team554	team554		true	true	1554		false			XXX
1	team555	team555	team555		true	true	1555		false			XXX
1	team556	team556	team556		true	true	1556		false			XXX
1	team557	team557	team557		true	true	1557		false			XXX
1	team558	team558	team558		true	true	1558		false			XXX
1	team559	team559	team559		true	true	1559		false			XXX
1	team560	team560	team560		true	true	1560		false			XXX
1	team561	team561	team561		true	true	1561		false			XXX
1	team562	team562	team562		true	true	1562		false			XXX
1	team563	team563	team563		true	true	1563		false			XXX
1	team564	team564	team564		true	true	1564		false			XXX
1	team565	team565	team565		true	true	1565		false			XXX
1	team566	team566	team566		true	true	1566		false			XXX
1	team567	team567	team567		true	true	1567		false			XXX
1	team568	team568	team568		true	true	1568		false			XXX
1	team569	team569	team569		true	true	1569		false			XXX
1	team570	team570	team570		true	true	1570		false			XXX
1	team571	team571	team571		true	true	1571		false			XXX
1	team572	team572	team572		true	true	1572		false			XXX
1	team573	team573	team573		true	true	1573		false			XXX
1	team574	team574	team574		true	true	1574		false			XXX
1	team575	team575	team575		true	true	1575		false			XXX
1	team576	team576	team576		true	true	1576		false			XXX
1	team577	team577	team577		true	true	1577		false			XXX
